id,surah_number,ayah_number,word,word_plain,meaning,sort_order,ayah_id
7823,38,63,أَتَّخَذۡنَٰهُمۡ سِخۡرِيًّا,أتخذنهم سخريا,هَلْ أَخْطأنا في تَحْقِيرِنا لَهُم، واسْتِهْزَائِنا بِهِم؟,1,22741
7824,38,63,زَاغَتۡ,زاغت,لم تَقَعْ عَلَيهِم.,2,22741
7825,38,64,ذَٰلِكَ,ذلك,أي: جِدالَ أهْلِ النَّارِ وخِصامَهُم.,1,22742
7826,38,65,ٱلۡقَهَّارُ,ٱلقهار,الَّذي قَهَرَ كُلَّ شَيءٍ وَغَلَبَهُ، فَكُلُّ شَيءٍ لَهُ مُتَذَلِّلٌ خاضِعٌ.,1,22743
7827,38,67,نَبَؤٌاْ عَظِيمٌ,نبؤا عظيم,خَبَرٌ عظِيمُ النَّفْعِ.,1,22745
7828,38,69,بِٱلۡمَلَإِ ٱلۡأَعۡلَىٰٓ,بٱلملإ ٱلأعلى,مَلائِكَةِ السَّماءِ.,1,22747
7829,38,72,رُوحِي,روحي,رُوحِ الحَيَاةِ الَّتي يَخْلُقُها اللهُ.,1,22750
7830,38,72,فَقَعُواْ لَهُۥ سَٰجِدِينَ,فقعوا له سجدين,فاسْجُدُوا لَهُ سُجُودَ تَحِيَّةٍ وإكْرامٍ، لا سُجُودَ عِبادَةٍ وتَعْظِيمٍ.,2,22750
7831,38,75,أَسۡتَكۡبَرۡتَ,أستكبرت,أَتَعَظَّمْتَ وتَكَبَّرْتَ الآنَ عَنِ السُّجُودِ لآدَمَ؟﴿أَمۡ كُنتَ مِنَ ٱلۡعَالِينَ﴾: أم كُنْتَ مِنَ الُمتَكَبِّرِينَ عَلى رَبِّكَ مِن قَبْلُ.,1,22753
7832,38,77,رَجِيمٞ,رجيم,مَطْرُودٌ.,1,22755
7833,38,78,لَعۡنَتِيٓ,لعنتي,طَرْدِي وإبْعادِي.,1,22756
7834,38,78,ٱلدِّينِ,ٱلدين,الجَزاءِ.,2,22756
7835,38,79,فَأَنظِرۡنِيٓ,فأنظرني,فأخِّرْ أَجَلِي، ولا تُهْلِكْنِي.,1,22757
7836,38,80,ٱلۡمُنظَرِينَ,ٱلمنظرين,المُؤَخَّرِينَ.,1,22758
7837,38,81,إِلَىٰ يَوۡمِ ٱلۡوَقۡتِ ٱلۡمَعۡلُومِ,إلى يوم ٱلوقت ٱلمعلوم,إلى يومِ النَّفْخَةِ الأُولَى الَّتي يَمُوتُ مِنْها مَنْ بَقِيَ مِنَ الخلائِقِ.,1,22759
7838,38,83,ٱلۡمُخۡلَصِينَ,ٱلمخلصين,الَّذينَ أَخْلَصْتَهُم لِعِبادَتِكَ وعَصَمْتَهم من إضْلالِ الشَّيطانِ.,1,22761
7839,38,86,ٱلۡمُتَكَلِّفِينَ,ٱلمتكلفين,المُتَقَوِّلينَ للقُرآنِ مِن تِلْقاءِ نَفْسِي.,1,22764
7840,38,87,ذِكۡرٞ,ذكر,تَذْكِيرٌ.,1,22765
7841,38,88,نَبَأَهُۥ,نبأه,خَبَرَ صِدْقِ القُرآنِ.,1,22766
7842,38,88,بَعۡدَ حِينِۭ,بعد حين,حِينَ يَغْلِبُ الإِسْلامُ، وَحِينَ يَقَعُ عَلَيكُم العَذَابُ.,2,22766
7843,39,3,ٱلدِّينُ ٱلۡخَالِصُ,ٱلدين ٱلخالص,الطَّاعَةُ التَّامَّةُ السَّالِمَةُ مِنَ الشِّرْكِ.,1,22769
7844,39,3,زُلۡفَىٰٓ,زلفى,قُرْبَى.,2,22769
7845,39,4,لَٱصۡطَفَىٰ,لٱصطفى,لاخْتارَ.,1,22770
7846,39,4,ٱلۡقَهَّارُ,ٱلقهار,الَّذي قَهَرَ كُلَّ شَيءٍ وَغَلَبَهُ، فَكُلُّ شَيءٍ لَهُ مُتَذَلِّلٌ خاضِعٌ.,2,22770
7847,39,5,يُكَوِّرُ ٱلَّيۡلَ عَلَى ٱلنَّهَارِ,يكور ٱليل على ٱلنهار,يُدْخِلُ الليلَ على النَّهارِ.,1,22771
7848,39,5,وَيُكَوِّرُ ٱلنَّهَارَ عَلَى ٱلَّيۡلِ,ويكور ٱلنهار على ٱليل,يُدْخِلُ النَّهارَ على الليلِ.,2,22771
7849,39,5,وَسَخَّرَ,وسخر,ذَلَّل.,3,22771
7850,39,5,لِأَجَلٖ مُّسَمًّى,لأجل مسمى,إلَى حِينِ قِيامِ السَّاعةِ.,4,22771
7851,39,6,نَفۡسٖ وَٰحِدَةٖ,نفس وحدة,آدَمَ عَلَيهِ السَّلامُ.,1,22772
7852,39,6,وَأَنزَلَ,وأنزل,خَلَقَ.,2,22772
7853,39,6,مِنَ ٱلۡأَنۡعَٰمِ ثَمَٰنِيَةَ أَزۡوَٰجٖ,من ٱلأنعم ثمنية أزوج,ثمانيةَ أنْوَاعٍ، ذَكَراً، وأُنْثَى، مِنَ الإِبِلِ، والبَقَرِ، والضَّأنِ، والمَعْزِ.,3,22772
7854,39,6,خَلۡقٗا مِّنۢ بَعۡدِ خَلۡقٖ,خلقا من بعد خلق,طَوْراً بَعْدَ طَوْرٍ مِنَ الخَلْقِ.,4,22772
7855,39,6,ظُلُمَٰتٖ ثَلَٰثٖ,ظلمت ثلث,ظُلُماتِ البَطْنِ، والرَّحِمِ، والمَشِيمَةِ.,5,22772
7856,39,6,فَأَنَّىٰ تُصۡرَفُونَ,فأنى تصرفون,فَكَيفَ تَعْدِلُونَ عَنْ عِبادَةِ رَبِّكُم إلى عِبادَةِ غَيْرِه؟,6,22772
7857,39,7,وَلَا تَزِرُ وَازِرَةٞ وِزۡرَ أُخۡرَىٰ,ولا تزر وازرة وزر أخرى,ولا تُؤْخَذُ نَفْسٌ بإِثْمِ غَيْرِها.,1,22773
7858,39,7,بِذَاتِ ٱلصُّدُورِ,بذات ٱلصدور,بأسْرَارِ النُّفُوسِ وَما تُخْفِيهِ.,2,22773
7859,39,8,مُنِيبًا,منيبا,تائِباً إِلَيْهِ.,1,22774
7860,39,8,خَوَّلَهُۥ,خوله,مَنَحَه.,2,22774
7861,39,8,أَندَادٗا,أندادا,شُرَكَاءَ.,3,22774
7862,39,8,تَمَتَّعۡ بِكُفۡرِكَ قَلِيلًا,تمتع بكفرك قليلا,تَمَتَّعْ بالسَّلامَةِ مِنَ العَذابِ زَمَناً قَلِيلاً.,4,22774
7863,39,9,قَٰنِتٌ,قنت,عابدٌ لِرَبِّهِ، طائِعٌ لَهُ.,1,22775
7864,39,9,ءَانَآءَ,ءاناء,ساعاتِ.,2,22775
7865,39,9,أُوْلُواْ ٱلۡأَلۡبَٰبِ,أولوا ٱلألبب,أصْحابُ العُقُولِ السَّلِيمَةِ.,3,22775
7866,39,10,حَسَنَةٞ,حسنة,في الدُّنيا بالعافِيةِ، وفي الآخِرةِ بالجنَّةِ.,1,22776
7867,39,10,بِغَيۡرِ حِسَابٖ,بغير حساب,مِنْ غَيْرِ حَدٍّ ولا مِقْدَارٍ.,2,22776
7868,39,12,أَوَّلَ ٱلۡمُسۡلِمِينَ,أول ٱلمسلمين,أوَّلَ مَنْ أَسْلَمَ مِنْ أُمَّتِي.,1,22778
7869,39,15,فَٱعۡبُدُواْ مَا شِئۡتُم,فٱعبدوا ما شئتم,صِيغَةُ أَمْرٍ على جِهَةِ التَّهْدِيدِ.,1,22781
7870,39,16,ظُلَلٞ,ظلل,جَمْعُ ظُلَّةٍ، قِطَعُ عَذَابٍ كالسَّحابِ العظِيمِ.,1,22782
7871,39,16,عِبَادَهُۥ,عباده,كُلَّ عَبْدٍ مِنَ النَّاسِ مِن مُؤْمِنٍ وكافِرٍ.,2,22782
7874,39,18,أَحۡسَنَهُۥٓ,أحسنه,أَرْشَدَهُ، وأَحْسَنُ الكَلَامِ كَلَامُ اللهِ ثُمَّ كَلَامُ رَسُولِهِ ﷺ.,1,22784
7875,39,18,أُوْلُواْ ٱلۡأَلۡبَٰبِ,أولوا ٱلألبب,أصْحَابُ العُقُولِ السَّليمَةِ.,2,22784
7876,39,19,حَقَّ,حق,وَجَبَ.,1,22785
7877,39,20,غُرَفٞ,غرف,منازِلُ عالِيةٌ في الجَنَّةِ.,1,22786
7878,39,21,ٱلسَّمَآءِ,ٱلسماء,السَّحابِ.,1,22787
7879,39,21,مَآءٗ,ماء,مَطَراً.,2,22787
7880,39,21,فَسَلَكَهُۥ,فسلكه,فأدْخَلَه.,3,22787
7881,39,21,يَنَٰبِيعَ,ينبيع,جَمْعُ يَنْبُوعٍ وهو العينُ الكَثِيرةُ النَّبعِ التي لا يَنضُبُ ماؤُها.,4,22787
7882,39,21,يَهِيجُ,يهيج,يَيْبَسُ بَعْدَ خُضْرتِهِ ونَضَارَتِهِ.,5,22787
7883,39,21,حُطَٰمًا,حطما,مُتَكَسِّراً مُتَفَتِّتاً.,6,22787
7884,39,21,لِأُوْلِي ٱلۡأَلۡبَٰبِ,لأولي ٱلألبب,لِأَصْحابِ العُقُول السَّلِيمَةِ.,7,22787
7885,39,22,شَرَحَ ٱللَّهُ صَدۡرَهُۥ لِلۡإِسۡلَٰمِ,شرح ٱلله صدره للإسلم,وَسَّعَ اللهُ صدْرَهُ بالإيمانِ بِهِ والإِسْلَامِ.,1,22788
7886,39,22,فَوَيۡلٞ,فويل,فَهَلَاكٌ.,2,22788
7887,39,22,لِلۡقَٰسِيَةِ قُلُوبُهُم مِّن ذِكۡرِ ٱللَّهِ,للقسية قلوبهم من ذكر ٱلله,الذينَ غَلُظَتْ قُلُوبُهُم وأَعْرَضَتْ عَن ذِكْرِ اللهِ.,3,22788
7888,39,23,أَحۡسَنَ ٱلۡحَدِيثِ,أحسن ٱلحديث,القرآنَ العَظِيمَ.,1,22789
7889,39,23,مُتَشَٰبِهٗا,متشبها,يُشْبِهُ بَعْضُه بَعْضاً في الحُسْنِ والإحْكامِ وعَدَمِ الاخْتِلافِ.,2,22789
7890,39,23,مَثَانِيَ,مثاني,تُثَنَّى فيه وتُكَرَّرُ القِصَصُ والأَحْكامُ والحُجَجُ والبَيِّناتُ.,3,22789
7891,39,23,تَقۡشَعِرُّ,تقشعر,تَتَقَبَّضُ وتَتَغَيَّرُ بِسَبَبِ الخوفِ.,4,22789
7892,39,23,تَلِينُ,تلين,تَطْمئِنُّ وتَسْكُنُ.,5,22789
7893,39,24,أَفَمَن يَتَّقِي بِوَجۡهِهِۦ سُوٓءَ ٱلۡعَذَابِ,أفمن يتقي بوجهه سوء ٱلعذاب,أفمن يُلْقَى في النَّارِ مكْتُوفاً فلا يَقْدِرُ أن يَتَّقِيَ النَّارَ إلا بِوجْهِهِ كَمَنْ هُو مُنَعَّمٌ في الجنَّةِ؟,1,22790
7894,39,25,مِنۡ حَيۡثُ لَا يَشۡعُرُونَ,من حيث لا يشعرون,مِنَ الموضِعِ الَّذي لا يعلَمُونَ بِمَجِيءِ العَذابِ مِنْهُ.,1,22791
7895,39,26,ٱلۡخِزۡيَ,ٱلخزي,العَذابَ والهَوَانَ.,1,22792
7896,39,27,ضَرَبۡنَا,ضربنا,ذَكَرْنَا ووَصَفْنا.,1,22793
7897,39,27,مَثَلٖ,مثل,نَبَأٍ عَظِيمٍ يَدْعُو إلى الاعْتِبارِ وَيَسْتَوجِبُ الإِيمانَ.,2,22793
7898,39,28,غَيۡرَ ذِي عِوَجٖ,غير ذي عوج,لَا لَبْسَ فِيهِ ولا اخْتِلافَ.,1,22794
7899,39,29,رَجُلٗا فِيهِ شُرَكَآءُ,رجلا فيه شركاء,عَبْداً مَمْلُوكاً لِشُرَكَاءَ.,1,22795
7900,39,29,مُتَشَٰكِسُونَ,متشكسون,متنازِعُونَ، سَيِّئةٌ أَخْلاقُهُم.,2,22795
7901,39,29,سَلَمٗا لِّرَجُلٍ,سلما لرجل,خالِصاً لِرَجُلٍ وَاحِدٍ.,3,22795
7902,39,29,مَثَلًا,مثلا,حَالاً.,4,22795
7903,39,32,فَمَنۡ أَظۡلَمُ,فمن أظلم,لَا أَحَدَ أَظْلَمُ.,1,22798
7904,39,32,بِٱلصِّدۡقِ,بٱلصدق,بالقرآنِ.,2,22798
7905,39,32,مَثۡوٗى,مثوى,مأوىً وَمَسْكَنٌ.,3,22798
7906,39,33,وَٱلَّذِي جَآءَ بِٱلصِّدۡقِ,وٱلذي جاء بٱلصدق,هو رسول الله محمد ﷺ، والصدق: كلمة التوحيد “لَا إلَهَ إلَّا اللهُ”.,1,22799
7907,39,33,وَصَدَّقَ بِهِۦٓ,وصدق به,مَنْ آمَنَ بالقُرْآنِ مِن نبِيِّ اللهِ وأَتْباعِهِ.,2,22799
7908,39,36,بِكَافٍ عَبۡدَهُۥ,بكاف عبده,حامِي رَسُولِهِ مُحَمَّدٍ ﷺ.,1,22802
7909,39,36,بِٱلَّذِينَ مِن دُونِهِۦ,بٱلذين من دونه,بالذِينَ يَعْبُدُونَ مِن دُونِهِ، وَهُمُ الأَصْنامُ التي يَزْعُمُون أنها سَتُؤْذِيكَ.,2,22802
7910,39,37,وَمَن يَهۡدِ ٱللَّهُ,ومن يهد ٱلله,ومَنْ يُوفِّقْه اللهُ للإيمانِ بهِ والعملِ بِكِتابِهِ.,1,22803
7911,39,38,مُمۡسِكَٰتُ رَحۡمَتِهِۦ,ممسكت رحمته,حابِساتُ رَحْمَتِه.,1,22804
7912,39,38,حَسۡبِيَ ٱللَّهُ,حسبي ٱلله,كافيَّ اللهُ.,2,22804
7913,39,38,يَتَوَكَّلُ,يتوكل,يَعْتَمِدُ ويُفَوِّضُ أَمْرَهُ.,3,22804
7914,39,39,ٱعۡمَلُواْ عَلَىٰ مَكَانَتِكُمۡ,ٱعملوا على مكانتكم,اعْمَلُوا على حالَتِكُم الَّتِي رَضِيتُمُوها لِأَنْفُسِكُم.,1,22805
7915,39,40,يُخۡزِيهِ,يخزيه,يُهينُهُ.,1,22806
7916,39,40,مُقِيمٌ,مقيم,دائِمٌ.,2,22806
7917,39,41,فَلِنَفۡسِهِۦ,فلنفسه,فَنَفْعُ هِدايتِهِ لِنَفْسِهِ.,1,22807
7918,39,41,يَضِلُّ عَلَيۡهَا,يضل عليها,يَعُودُ ضَرَرُ ضَلالِهِ عَلى نَفْسِهِ.,2,22807
7919,39,41,بِوَكِيلٍ,بوكيل,بِحَفِيظٍ مَسْؤُولٍ عَنْ أَعْمالِهِم.,3,22807
7967,39,71,كَلِمَةُ ٱلۡعَذَابِ,كلمة ٱلعذاب,قَضَاءُ اللهِ بالعَذَابِ.,4,22837
7968,39,72,فَبِئۡسَ,فبئس,فَقَبُحَ.,1,22838
7920,39,43,شُفَعَآءَ,شفعاء,جَمْعُ شَفِيعٍ، وهو الَّذِي يَطْلُبُ مِنْ غَيْرِه قَضَاءَ حاجةِ شَخْصٍ آخَرَ، والمرادُ - واللهُ أعلمُ - ما يعبُدُونَه مِن دُونِ اللهِ.,1,22809
7921,39,44,قُل لِّلَّهِ ٱلشَّفَٰعَةُ جَمِيعٗا,قل لله ٱلشفعة جميعا,لِأَنَّ شَفاعةَ غَيرِهِ مَوقُوفَةٌ على إذْنِهِ سُبحانَه للشَّافِعِ ورِضاهُ عَنِ المشْفُوعِ لَهُ، فلا تُطْلَبُ مِنْ هؤلاءِ الآلِهَةِ.,1,22810
7922,39,45,ٱشۡمَأَزَّتۡ,ٱشمأزت,نَفَرَتْ.,1,22811
7923,39,45,مِن دُونِهِۦٓ,من دونه,وَهُمُ الأَصْنامُ وَالأَوْثَانُ وَالأَوْلِياءُ.,2,22811
7924,39,46,فَاطِرَ,فاطر,هُوَ الخالِقُ والمُبْدِعُ عَلى غَيرِ مِثَالٍ.,1,22812
7925,39,46,تَحۡكُمُ,تحكم,تَفْصِلُ وتَقْضِي.,2,22812
7926,39,47,وَبَدَا,وبدا,وَظَهَرَ.,1,22813
7927,39,47,يَحۡتَسِبُونَ,يحتسبون,يَظُنُّونَ أَنَّهُ واقِعٌ بِهِم.,2,22813
7928,39,48,وَحَاقَ بِهِم,وحاق بهم,وَنَزَلَ بِهِم وَأَحاطَ.,1,22814
7929,39,49,خَوَّلۡنَٰهُ,خولنه,أعْطَيناهُ تَفَضُّلاً مِنّا.,1,22815
7930,39,49,عَلَىٰ عِلۡمِۭ,على علم,عَلى خَيرٍ عِنْدِي.,2,22815
7931,39,49,فِتۡنَةٞ,فتنة,بَلْوى يَبْتَلي اللهُ بِها عِبادَهُ لِيَنْظُرَ مَن يَشْكُرُهُ مِمَّنْ يَكْفُرُهُ.,3,22815
7932,39,51,سَيِّـَٔاتُ مَا كَسَبُواْ,سيـات ما كسبوا,جَزَاءُ سَيِّئاتِهِم، وهو العَذَابُ.,1,22817
7933,39,51,وَمَا هُم بِمُعۡجِزِينَ,وما هم بمعجزين,وَما هُمْ بِفائِتِينَ اللهَ وَلَا سابِقِيهِ.,2,22817
7934,39,52,وَيَقۡدِرُ,ويقدر,ويُضَيِّقُ.,1,22818
7935,39,53,أَسۡرَفُواْ عَلَىٰٓ أَنفُسِهِمۡ,أسرفوا على أنفسهم,تَمادَوا في المَعاصِي والكَبائِر.,1,22819
7936,39,53,لَا تَقۡنَطُواْ,لا تقنطوا,لا تَيْئَسُوا.,2,22819
7937,39,54,وَأَنِيبُوٓاْ,وأنيبوا,ارْجِعُوا إلى رَبِّكُم بالتَّوبَةِ والطَّاعةِ.,1,22820
7938,39,54,وَأَسۡلِمُواْ لَهُۥ,وأسلموا له,واخْضَعُوا لَهُ بالطَّاعةِ والإِقْرارِ بِتَوْحِيدِهِ وإخْلاصِ العِبادةِ لَهُ.,2,22820
7939,39,54,لَا تُنصَرُونَ,لا تنصرون,لا تُمنَعُونَ.,3,22820
7940,39,55,أَحۡسَنَ مَآ أُنزِلَ إِلَيۡكُم مِّن رَّبِّكُم,أحسن ما أنزل إليكم من ربكم,هو القُرآنُ العظِيمُ، وَفِيهِ الخبرُ والأمْرُ بالحَسَنِ والأَحْسَنِ، ومُقْتَضاهُ فِيهِ حَسَنٌ وأَحْسَنُ، وإن كَانَ في نَفْسِه أَحْسَنَ الحَدِيثِ.,1,22821
7941,39,55,بَغۡتَةٗ,بغتة,فَجْأةً.,2,22821
7942,39,56,أَن تَقُولَ,أن تقول,لِئَلَّا تَقُولَ.,1,22822
7943,39,56,يَٰحَسۡرَتَى,يحسرتى,يا نَدَمِي؛ اغْتِماماً عَلَى ما فَاتَ.,2,22822
7944,39,56,مَا فَرَّطتُ,ما فرطت,ما ضَيَّعْتُ في الدُّنيا مِنَ العَمَلِ بِما أَمَرَنِي اللهُ بِه.,3,22822
7945,39,56,فِي جَنۢبِ ٱللَّهِ,في جنب ٱلله,في طاعَتِهِ.,4,22822
7946,39,56,ٱلسَّٰخِرِينَ,ٱلسخرين,المُسْتَهْزِئِينَ بِأمْرِ اللهِ وكِتابِهِ وَرَسُولِهِ والمُؤْمِنِينَ.,5,22822
7947,39,58,كَرَّةٗ,كرة,رَجْعَةً إلى الحياةِ الدُّنيا.,1,22824
7948,39,60,مَثۡوٗى,مثوى,مأوىً وَمَسْكَنٌ.,1,22826
7949,39,61,بِمَفَازَتِهِمۡ,بمفازتهم,بِسَبِبِ فَوْزِهِم بالأَعْمالِ الصَّالِحَةِ.,1,22827
7950,39,61,ٱلسُّوٓءُ,ٱلسوء,أَذَى جَهَنَّمَ.,2,22827
7951,39,62,وَكِيلٞ,وكيل,حَفِيظٌ يُدَبِّرُ جَمِيعَ شُؤُونِ خَلْقِهِ.,1,22828
7952,39,63,مَقَالِيدُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ,مقاليد ٱلسموت وٱلأرض,مَفاتِيحُ خَزائِنِهما.,1,22829
7953,39,65,لَيَحۡبَطَنَّ,ليحبطن,لَيَبْطُلَنَّ.,1,22831
7954,39,67,وَمَا قَدَرُواْ ٱللَّهَ حَقَّ قَدۡرِهِۦ,وما قدروا ٱلله حق قدره,ما عَظَّمُوا اللهَ حَقَّ تعظِيمِهِ؛ إِذْ عَبَدُوا مَعَهُ غَيرَهُ.,1,22833
7955,39,67,قَبۡضَتُهُۥ,قبضته,في قَبْضَتِه عَلى ما يَلِيقُ بِه.,2,22833
7956,39,68,ٱلصُّورِ,ٱلصور,القَرْنِ الَّذِي يُنْفخُ فِيهِ.,1,22834
7957,39,68,فَصَعِقَ,فصعق,فَمَاتَ مِنَ الفَزَعِ وَشِدَّةِ الصَّوْتِ.,2,22834
7958,39,68,أُخۡرَىٰ,أخرى,هي نَفْخَةُ البَعْثِ.,3,22834
7959,39,68,يَنظُرُونَ,ينظرون,يُبْصِرُونَ، لِكَمالِ حياتِهِم.,4,22834
7960,39,69,وَأَشۡرَقَتِ,وأشرقت,أَضاءَتْ.,1,22835
7961,39,69,ٱلۡأَرۡضُ,ٱلأرض,أَرْضُ القِيامَةِ.,2,22835
7962,39,69,وَوُضِعَ ٱلۡكِتَٰبُ,ووضع ٱلكتب,وَنَشَرَتِ الملائِكةُ صَحِيفَةَ كُلِّ فَرْدٍ.,3,22835
7963,39,69,وَٱلشُّهَدَآءِ,وٱلشهداء,هُمُ الَّذِينَ يَشْهَدُونَ على النَّاسِ بأعْمالِهِم.,4,22835
7964,39,71,وَسِيقَ ٱلَّذِينَ كَفَرُوٓاْ,وسيق ٱلذين كفروا,وحُثَّ الكافِرُونَ على السَّيرِ بِعُنْفٍ.,1,22837
7965,39,71,زُمَرًا,زمرا,جماعاتٍ مُتَفَرِّقةً، بَعْضُهُم عَلَى إِثْرِ بَعْضٍ.,2,22837
7970,39,73,وَسِيقَ ٱلَّذِينَ ٱتَّقَوۡاْ,وسيق ٱلذين ٱتقوا,وحُثَّ المتَّقُونَ عَلَى السَّيرِ مُكَرَّمِينَ.,1,22839
7971,39,73,زُمَرًا,زمرا,جماعاتٍ مُتَفَرِّقةً، بعضُهم على إِثْرِ بَعْضٍ.,2,22839
7972,39,73,طِبۡتُمۡ,طبتم,طابَتْ أَحْوالُكُم.,3,22839
7973,39,74,ٱلۡأَرۡضَ,ٱلأرض,أَرْضَ الجنَّةِ.,1,22840
7974,39,74,نَتَبَوَّأُ,نتبوأ,نَنْزِلُ.,2,22840
7975,39,75,حَآفِّينَ,حافين,مُحِيطِينَ بجَوانِبِ العَرْشِ.,1,22841
7976,39,75,ٱلۡعَرۡشِ,ٱلعرش,هو سَرِيرُ المُلْكِ الَّذي اسْتَوى عَلَيهِ الرَّحمنُ، وتَحْمِلُهُ الملائِكَةُ، وَهُوَ أعْظَمُ المَخْلُوقاتِ، وهو سَقْفُ الجنَّةِ.,2,22841
7977,39,75,يُسَبِّحُونَ,يسبحون,يُنَزِّهُونَ.,3,22841
7978,40,1,حمٓ,حم,سَبَقَ الكلامُ على الحُرُوفِ المُقَطَّعةِ في أوَّلِ سُورَةِ البَقَرةِ.,1,22842
7979,40,3,ٱلتَّوۡبِ,ٱلتوب,التَّوبَةِ.,1,22844
7980,40,3,ذِي ٱلطَّوۡلِ,ذي ٱلطول,صاحِبِ الإِنْعامِ والتفضُّلِ على عبادِهِ الطَّائِعِينَ.,2,22844
7981,40,3,إِلَيۡهِ ٱلۡمَصِيرُ,إليه ٱلمصير,إِلَى اللهِ مَرْجِعُكُم أيُّها الخَلْقُ.,3,22844
7982,40,4,فَلَا يَغۡرُرۡكَ,فلا يغررك,فلا يَخْدَعْكَ.,1,22845
7983,40,4,تَقَلُّبُهُمۡ فِي ٱلۡبِلَٰدِ,تقلبهم في ٱلبلد,تَرَدُّدُهُم وتَصَرُّفُهُم في البِلادِ بأنْوَاعِ التِّجاراتِ والمكاسِبِ.,2,22845
7984,40,5,وَٱلۡأَحۡزَابُ,وٱلأحزاب,الأُمَمُ الَّتي اجْتَمَعتْ عَلى تَكْذِيبِ رُسُلِها كَعَادٍ وثَمُودَ.,1,22846
7985,40,5,لِيَأۡخُذُوهُ,ليأخذوه,لِيقْتُلُوهُ.,2,22846
7986,40,5,لِيُدۡحِضُواْ بِهِ,ليدحضوا به,لِيُبْطِلُوا بِجِدالِهِم.,3,22846
7987,40,5,فَأَخَذۡتُهُمۡ,فأخذتهم,فَعَاقَبْتُهُمْ.,4,22846
7988,40,6,حَقَّتۡ,حقت,وَجَبَتْ وثَبَتَتْ.,1,22847
7989,40,6,كَلِمَتُ رَبِّكَ,كلمت ربك,كَلِمَةُ العذابِ وهي قولُه تَعالى: ﴿لَأَمۡلَأَنَّ جَهَنَّمَ مِنكَ وَمِمَّن تَبِعَكَ مِنۡهُمۡ أَجۡمَعِينَ﴾ [صٓ: 85].,2,22847
7990,40,7,ٱلۡعَرۡشَ,ٱلعرش,هو سَرِيرُ المُلْكِ الَّذِي اسْتَوى عَلَيهِ الرَّحْمنُ، وَتَحْمِلُهُ الملائِكَةُ، وَهُوَ أَعْظَمُ المَخْلُوقاتِ، وهو سَقْفُ الجنَّةِ.,1,22848
7991,40,7,وَمَنۡ حَوۡلَهُۥ,ومن حوله,أَي: الملائِكةُ الذين يَحُفُّونَ بالعرْشِ.,2,22848
7992,40,7,يُسَبِّحُونَ,يسبحون,يُنَزِّهُونَ.,3,22848
7993,40,7,وَقِهِمۡ,وقهم,وجَنِّبْهُم.,4,22848
7994,40,7,عَذَابَ ٱلۡجَحِيمِ,عذاب ٱلجحيم,عذابَ النَّارِ.,5,22848
7995,40,8,جَنَّٰتِ عَدۡنٍ,جنت عدن,بساتين إِقامَةٍ دَائِمَةٍ.,1,22849
7996,40,9,وَقِهِمُ ٱلسَّيِّـَٔاتِ,وقهم ٱلسيـات,واصْرِفْ عَنْهُم سُوءَ عاقِبَةِ سيِّئاتِهِم.,1,22850
7997,40,10,لَمَقۡتُ ٱللَّهِ,لمقت ٱلله,بُغْضُ اللهِ لَكُم.,1,22851
7998,40,10,مَقۡتِكُمۡ أَنفُسَكُمۡ,مقتكم أنفسكم,بُغْضِكُم لِأَنْفُسِكُم الآنَ بَعْدَ أَنْ أَدْرَكْتُم أنّكُم تَسْتَحِقُّونَ سَخَطَ اللهِ وَعَذَابَهُ.,2,22851
7999,40,11,أَمَتَّنَا ٱثۡنَتَيۡنِ,أمتنا ٱثنتين,أَمَتَّنا مَرَّتَينِ: حِينَ كُنَّا نُطَفاً في بُطُونِ أمَّهاتِنا قَبْلَ نَفْخِ الرُّوحِ، وحِينَ انْقَضَى أَجَلُنا في الحياةِ الدُّنيا.,1,22852
8000,40,11,وَأَحۡيَيۡتَنَا ٱثۡنَتَيۡنِ,وأحييتنا ٱثنتين,وَأَحْيَيْتَنَا مَرَّتَينِ: في دَارِ الدُّنيا، يَوْمَ وُلِدْنا، وَيَوْمَ بُعِثْنَا مِن قُبُورِنا.,2,22852
8001,40,11,خُرُوجٖ,خروج,أي: مِنَ النَّارِ.,3,22852
8002,40,12,ٱلۡعَلِيِّ,ٱلعلي,العاِلي عَلَى خَلْقِهِ ذَاتاً وَقَدْراً وَقَهْراً.,1,22853
8003,40,13,ءَايَٰتِهِۦ,ءايته,دَلائِلَ عَظَمَتِه الَّتي تَظْهَرُ في هَذَا العالَمِ.,1,22854
8004,40,13,رِزۡقٗا,رزقا,مَطَراً هُوَ سَبَبُ رِزْقِكُم.,2,22854
8005,40,13,يُنِيبُ,ينيب,يَرْجِعُ إلى طاعَةِ اللهِ.,3,22854
8006,40,14,ٱلدِّينَ,ٱلدين,العِبادَةَ والدُّعاءَ.,1,22855
8007,40,15,رَفِيعُ ٱلدَّرَجَٰتِ,رفيع ٱلدرجت,ارْتَفَعَتْ دَرَجاتُه ارْتِفاعاً بايَنَ بِهِ مَخْلُوقاتِهِ.,1,22856
8008,40,15,ٱلرُّوحَ,ٱلروح,الوَحْيَ الَّذِي يَحْيَوْنَ بِهِ.,2,22856
